Make,Model,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,class,prestige
BMW,Rare,Sedan,227500.0,2000.0,Diesel,Automatic,18700.0,9,25277.777777777777,5,1
BMW,3 Series,Sedan,270000.0,1795.0,Petrol,Manual,4499.0,20,13500.0,3,3
Opel,Rare,Universal,45899.0,1700.0,Diesel,Manual,1700.0,31,1480.6129032258063,2,4
Toyota,Auris,Hatchback,250000.0,1798.0,Hybrid,Automatic,6500.0,12,20833.33333333333,3,3
Skoda,Superb,Sedan,247800.0,1800.0,Petrol,Manual,7699.0,13,19061.53846153846,4,2
Dacia,Sandero,Hatchback,33000.0,1200.0,Petrol,Manual,5450.0,7,4714.285714285715,3,3
Opel,Vectra,Sedan,34000.0,1780.0,Petrol,Automatic,1399.0,32,1062.5,2,4
Audi,A6,Sedan,47400.0,1998.0,Petrol,Automatic,19500.0,6,7900.0,5,1
Nissan,Almera,Hatchback,280000.0,1600.0,Petrol,Manual,1500.0,26,10769.23076923077,2,4
BMW,7 Series,Sedan,350000.0,3000.0,Diesel,Automatic,3200.0,22,15909.09090909091,3,4
Land Rover,Freelander,SUV,167000.0,1800.0,Diesel,Automatic,1250.0,19,8789.473684210527,2,4
Toyota,Corolla,Hatchback,280000.0,1400.0,Diesel,Manual,4900.0,17,16470.58823529412,3,3
Dacia,Logan,Sedan,160000.0,1200.0,Metan/Propan,Manual,5400.0,8,20000.0,3,3
Mercedes,E Class,Sedan,300000.0,1998.0,Metan/Propan,Manual,4000.0,22,13636.363636363636,3,3
Ford,C-Max,Hatchback,124100.0,1999.0,Plug-in Hybrid,Automatic,10900.0,8,15512.5,4,2
KIA,Sportage,Crossover,250000.0,2000.0,Petrol,Manual,5999.0,16,15625.0,3,3
BMW,5 Series,Sedan,314000.0,2000.0,Petrol,Automatic,1650.0,26,12076.923076923076,2,4
Seat,Rare,Hatchback,250000.0,1000.0,Metan/Propan,Manual,1000.0,22,11363.636363636364,1,4
Lexus,GS Series,Sedan,170000.0,3000.0,Petrol,Automatic,7999.0,15,11333.333333333334,4,2
Renault,Scenic,Minivan,350000.0,1500.0,Diesel,Manual,2850.0,18,19444.444444444445,2,4
Ford,Rare,SUV,153000.0,3000.0,Diesel,Automatic,14000.0,11,13909.09090909091,5,1
Rare,Rare,Sedan,312000.0,1900.0,Diesel,Manual,4200.0,17,18352.941176470587,3,3
Volvo,S60,Sedan,210000.0,1998.0,Petrol,Manual,4600.0,16,13125.0,3,3
Mini,Rare,Crossover,105000.0,1600.0,Petrol,Automatic,8600.0,10,10500.0,4,2
Mercedes,C Class,Sedan,250000.0,1800.0,Petrol,Manual,5200.0,19,13157.894736842103,3,3
Renault,Megane,Minivan,279050.0,1500.0,Diesel,Manual,4250.0,14,19932.14285714286,3,3
Vaz,Rare,Sedan,2555.0,1500.0,Petrol,Manual,14000.0,19,134.47368421052633,5,1
Volvo,S60,Sedan,125000.0,1600.0,Diesel,Automatic,13500.0,8,15625.0,5,1
Volkswagen,Tiguan,SUV,213000.0,1400.0,Petrol,Manual,8800.0,13,16384.615384615383,4,2
Dacia,Sandero,Hatchback,152000.0,1200.0,Petrol,Manual,3900.0,11,13818.181818181818,3,3
Porsche,Rare,Crossover,94000.0,3604.0,Petrol,Automatic,46000.0,7,13428.57142857143,5,1
Rare,Rare,SUV,70000.0,3500.0,Petrol,Automatic,14800.0,8,8750.0,5,1
Renault,Scenic,Universal,210000.0,1500.0,Diesel,Manual,7000.0,9,23333.33333333333,3,2
Honda,Accord,Hatchback,265000.0,200.0,Metan/Propan,Manual,1500.0,20,13250.0,2,4
Toyota,Avensis,Universal,178000.0,2231.0,Diesel,Automatic,12450.0,10,17800.0,5,1
Nissan,Qashqai,Crossover,198000.0,1500.0,Diesel,Manual,11500.0,7,28285.714285714286,4,2
Audi,Q5,Crossover,197000.0,2000.0,Petrol,Automatic,13900.0,12,16416.666666666668,5,1
Mazda,Rare,Sedan,176000.0,1990.0,Petrol,Automatic,2999.0,14,12571.42857142857,2,4
Opel,Zafira,Universal,300099.0,2000.0,Diesel,Manual,1650.0,22,13640.863636363636,2,4
Toyota,Corolla,Sedan,40000.0,1800.0,Petrol,Automatic,12500.0,5,8000.0,5,1
BMW,7 Series,Sedan,216000.0,2800.0,Petrol,Automatic,4100.0,24,9000.0,3,3
Rare,Rare,Sedan,125000.0,2400.0,Petrol,Automatic,1500.0,17,7352.941176470588,2,4
Skoda,Fabia,Universal,176000.0,1400.0,Diesel,Manual,7499.0,5,35200.0,4,2
Toyota,Matrix,Minivan,200000.0,1800.0,Metan/Propan,Automatic,3900.0,19,10526.315789473683,3,3
Volkswagen,Caddy,Minivan,235000.0,1600.0,Diesel,Manual,3500.0,10,23500.0,3,4
Subaru,Rare,Sedan,165000.0,2500.0,Metan/Propan,Automatic,5300.0,17,9705.882352941177,3,3
Toyota,Rav 4,Crossover,96000.0,2496.0,Petrol,Automatic,12500.0,8,12000.0,5,1
Nissan,Qashqai,Crossover,168000.0,2000.0,Petrol,Automatic,7650.0,13,12923.076923076924,4,2
Mercedes,Rare,Minivan,172000.0,1500.0,Diesel,Manual,9400.0,8,21500.0,4,2
Volkswagen,Passat,Sedan,200000.0,1800.0,Petrol,Manual,1550.0,32,6250.0,2,4
Suzuki,Rare,Hatchback,175000.0,1000.0,Metan/Propan,Manual,3750.0,10,17500.0,3,3
Mercedes,E Class,Sedan,169000.0,3000.0,Diesel,Automatic,4000.0,15,11266.666666666666,3,3
BMW,3 Series,Sedan,200000.0,2000.0,Petrol,Manual,2999.0,18,11111.111111111111,2,4
Skoda,Superb,Sedan,203500.0,1800.0,Petrol,Manual,7900.0,11,18500.0,4,2
Mercedes,E Class,Sedan,328000.0,2700.0,Diesel,Automatic,2500.0,18,18222.222222222223,2,4
BMW,5 Series,Sedan,250000.0,2000.0,Petrol,Manual,2200.0,19,13157.894736842103,2,4
Peugeot,Rare,Hatchback,299000.0,1400.0,Petrol,Manual,2000.0,20,14950.0,2,4
Audi,Q5,Crossover,160000.0,2000.0,Petrol,Automatic,16900.0,10,16000.0,5,1
Honda,Rare,SUV,14000.0,1798.0,Petrol,Automatic,18549.0,3,4666.666666666667,5,1
Opel,Astra,Universal,215000.0,1248.0,Diesel,Manual,6300.0,11,19545.454545454544,3,3
Nissan,Qashqai,SUV,99097.0,1600.0,Diesel,Automatic,12230.0,6,16516.166666666668,5,1
Nissan,Rare,Sedan,321000.0,2000.0,Diesel,Manual,1350.0,36,8916.666666666666,2,4
Rare,Altele,Hatchback,176000.0,1000.0,Petrol,Manual,2650.0,13,13538.46153846154,2,4
Seat,Ibiza,Hatchback,240000.0,1400.0,Diesel,Manual,4300.0,13,18461.53846153846,3,3
Opel,Zafira,Minivan,315000.0,2000.0,Diesel,Manual,3050.0,23,13695.652173913044,3,4
Volkswagen,Passat CC,Sedan,168000.0,1984.0,Petrol,Automatic,9999.0,11,15272.727272727272,4,2
Mazda,Rare,Hatchback,265800.0,1300.0,Petrol,Manual,1090.0,31,8574.193548387097,2,4
Renault,Kangoo,Minivan,300000.0,1900.0,Diesel,Manual,2350.0,20,15000.0,2,4
Mitsubishi,Galant,Sedan,224631.0,1800.0,Petrol,Manual,1350.0,28,8022.535714285715,2,4
KIA,Optima,Sedan,91000.0,2000.0,Hybrid,Automatic,14500.0,5,18200.0,5,1
Mercedes,Rare,Crossover,104768.0,3000.0,Diesel,Automatic,39999.0,8,13096.0,5,1
Volkswagen,Passat,Universal,260000.0,1400.0,Metan/Propan,Automatic,6200.0,13,20000.0,3,3
BMW,5 Series,Sedan,194000.0,2000.0,Diesel,Automatic,18700.0,8,24250.0,5,1
Mercedes,Rare,Coupe,133000.0,2200.0,Diesel,Manual,2400.0,20,6650.0,2,4
Renault,Megane,Universal,250000.0,1500.0,Diesel,Manual,5500.0,11,22727.272727272728,3,3
Honda,CR-V,Crossover,135000.0,2496.0,Petrol,Automatic,12500.0,6,22500.0,5,1
Toyota,Prius,Sedan,257500.0,1800.0,Metan/Propan,Automatic,7300.0,12,21458.33333333333,4,2
Mazda,Rare,Sedan,78000.0,1300.0,Petrol,Manual,5000.0,14,5571.428571428572,3,3
Audi,A4,Universal,11111.0,1800.0,Metan/Propan,Manual,2750.0,25,444.44,2,4
Toyota,Avalon,Sedan,89500.0,2500.0,Hybrid,Automatic,14990.0,7,12785.714285714286,5,1
BMW,5 Series,Sedan,25000.0,1998.0,Plug-in Hybrid,Automatic,28990.0,4,6250.0,5,1
Ford,Fusion,Sedan,32000.0,2000.0,Hybrid,Automatic,14990.0,3,10666.666666666666,5,1
BMW,3 Series,Sedan,85000.0,1999.0,Petrol,Automatic,13600.0,7,12142.857142857143,5,1
Ford,C-Max,Minivan,80000.0,2000.0,Plug-in Hybrid,Automatic,10700.0,7,11428.57142857143,4,2
Renault,Megane,Universal,132000.0,1500.0,Diesel,Manual,9000.0,5,26400.0,4,2
Skoda,Superb,Sedan,95000.0,2000.0,Petrol,Automatic,25500.0,5,19000.0,5,1
Renault,Rare,Crossover,178591.0,1461.0,Diesel,Automatic,7610.0,6,29765.166666666668,4,2
Mercedes,E Class,Sedan,80000.0,1950.0,Diesel,Automatic,31999.0,6,13333.333333333334,5,1
Hyundai,Tucson,SUV,62000.0,2000.0,Diesel,Automatic,18950.0,6,10333.333333333334,5,1
Skoda,Fabia,Universal,193100.0,1200.0,Diesel,Manual,4700.0,11,17554.545454545456,3,3
Toyota,Corolla Verso,Minivan,115000.0,1800.0,Petrol,Automatic,5200.0,16,7187.5,3,3
Audi,A6,Universal,320000.0,2400.0,Petrol,Manual,1700.0,21,15238.09523809524,2,4
Dacia,Duster,Crossover,150000.0,1500.0,Diesel,Manual,8500.0,8,18750.0,4,2
Porsche,Cayenne,SUV,136000.0,3000.0,Diesel,Automatic,33500.0,8,17000.0,5,1
Lexus,IS Series,Sedan,74754.0,2000.0,Petrol,Automatic,15000.0,7,10679.142857142857,5,1
Skoda,Rapid,Hatchback,113000.0,1600.0,Petrol,Automatic,12000.0,6,18833.33333333333,4,2
BMW,7 Series,Sedan,360000.0,3000.0,Diesel,Automatic,7500.0,19,18947.36842105263,4,2
Skoda,Superb,Hatchback,193000.0,2000.0,Diesel,Automatic,13999.0,7,27571.42857142857,5,1
Honda,Civic,Sedan,198000.0,1339.0,Petrol,Automatic,5700.0,13,15230.76923076923,3,3
Fiat,Rare,Universal,54900.0,1400.0,Petrol,Manual,9400.0,6,9150.0,4,2
Ford,Fusion,Sedan,112000.0,2000.0,Hybrid,Automatic,10500.0,8,14000.0,4,2
Vaz,2121niva,SUV,125465.0,1600.0,Petrol,Manual,1000.0,31,4047.258064516129,1,4
Mercedes,S Class,Sedan,178000.0,3500.0,Petrol,Automatic,13500.0,16,11125.0,5,1
Peugeot,Rare,Sedan,380000.0,1800.0,Petrol,Manual,3500.0,15,25333.33333333333,3,4
Mercedes,E Class,Sedan,344000.0,2700.0,Diesel,Automatic,10000.0,20,17200.0,4,2
Volvo,XC90,SUV,85000.0,2000.0,Petrol,Automatic,29000.0,6,14166.666666666666,5,1
Toyota,Auris,Universal,200000.0,1364.0,Diesel,Manual,8900.0,8,25000.0,4,2
Audi,A4,Sedan,200000.0,2000.0,Petrol,Automatic,10900.0,10,20000.0,4,2
Volkswagen,Transporter,Microvan,4588.0,1700.0,Diesel,Manual,700.0,40,114.7,1,4
Audi,A4,Sedan,31000.0,2000.0,Diesel,Automatic,26500.0,4,7750.0,5,1
Nissan,Micra,Hatchback,20000.0,1400.0,Petrol,Automatic,2550.0,22,909.0909090909092,2,4
Renault,Kadjar,SUV,180000.0,1500.0,Diesel,Automatic,14200.0,7,25714.285714285717,5,1
Ford,Rare,Pickup,290000.0,3500.0,Petrol,Automatic,19999.0,10,29000.0,5,1
BMW,3 Series,Sedan,27000.0,2000.0,Petrol,Automatic,21000.0,4,6750.0,5,1
Volkswagen,Golf,Universal,165000.0,1400.0,Petrol,Manual,3500.0,19,8684.21052631579,3,4
Dacia,Duster,Crossover,28861.0,1461.0,Diesel,Automatic,12250.0,5,5772.2,5,1
BMW,3 Series,Sedan,226882.0,2000.0,Petrol,Automatic,13499.0,10,22688.2,5,1
Toyota,Rav 4,Crossover,18951.0,1987.0,Petrol,Automatic,25450.0,3,6317.0,5,1
Mercedes,A Class,Hatchback,173735.0,1461.0,Diesel,Automatic,15899.0,4,43433.75,5,1
Peugeot,Rare,Sedan,444444.0,2200.0,Diesel,Manual,1350.0,20,22222.2,2,4
Honda,CR-V,SUV,78500.0,1500.0,Petrol,Automatic,22999.0,5,15700.0,5,1
Opel,Insignia,Sedan,106000.0,1800.0,Petrol,Manual,7200.0,12,8833.333333333334,4,2
Mercedes,Series (W124),Sedan,124124.0,2000.0,Hybrid,Manual,800.0,36,3447.8888888888887,1,4
Citroen,C3,Hatchback,225240.0,1400.0,Diesel,Manual,2400.0,16,14077.5,2,4
KIA,Sportage,SUV,20000.0,2000.0,Petrol,Automatic,17950.0,5,4000.0,5,1
Nissan,Qashqai,Crossover,93000.0,1200.0,Petrol,Automatic,10950.0,7,13285.714285714286,4,2
Toyota,Rav 4,SUV,82000.0,2000.0,Petrol,Automatic,17350.0,9,9111.111111111111,5,1
Lincoln,Rare,Sedan,110500.0,1998.0,Petrol,Automatic,11900.0,9,12277.777777777776,4,2
Chrysler,Rare,Cabriolet,96000.0,1996.0,Petrol,Manual,3500.0,23,4173.913043478261,3,4
Toyota,Auris,Hatchback,135000.0,1400.0,Diesel,Manual,7599.0,10,13500.0,4,2
Renault,Megane,Cabriolet,166000.0,1491.0,Diesel,Automatic,6550.0,10,16600.0,3,3
Mercedes,E Class,Sedan,456258.0,2000.0,Petrol,Manual,3200.0,26,17548.384615384617,3,4
BMW,Rare,Coupe,83000.0,1998.0,Petrol,Automatic,22500.0,5,16600.0,5,1
Land Rover,Freelander,SUV,235484.0,2200.0,Diesel,Manual,9500.0,14,16820.285714285714,4,2
Skoda,Superb,Hatchback,240000.0,1600.0,Diesel,Manual,8700.0,11,21818.18181818182,4,2
Dacia,Lodgy,Minivan,162000.0,1500.0,Diesel,Manual,6700.0,8,20250.0,3,3
BMW,5 Series,Sedan,300000.0,2000.0,Metan/Propan,Manual,3500.0,26,11538.46153846154,3,4
Nissan,Qashqai,Crossover,163000.0,1500.0,Diesel,Manual,12000.0,8,20375.0,4,2
BMW,X6,SUV,200000.0,3000.0,Petrol,Automatic,13000.0,14,14285.714285714286,5,1
Toyota,Corolla,Sedan,126000.0,1400.0,Diesel,Manual,10000.0,8,15750.0,4,2
Toyota,Avensis,Universal,134000.0,2200.0,Diesel,Manual,15000.0,9,14888.888888888889,5,1
Volvo,Altele,Sedan,90000.0,1400.0,Petrol,Manual,850.0,38,2368.4210526315787,1,4
Mercedes,E Class,Sedan,288000.0,3000.0,Diesel,Automatic,11800.0,14,20571.42857142857,4,2
Skoda,Fabia,Universal,206000.0,1199.0,Diesel,Manual,4600.0,11,18727.272727272728,3,3
Toyota,Avensis Verso,Minivan,380000.0,2000.0,Diesel,Manual,5100.0,21,18095.23809523809,3,3
Opel,Astra,Minivan,200000.0,1300.0,Diesel,Manual,6450.0,11,18181.81818181818,3,3
Skoda,Fabia,Combi,169800.0,1600.0,Metan/Propan,Manual,4900.0,13,13061.53846153846,3,3
Ford,Focus,Combi,143000.0,1499.0,Diesel,Manual,8200.0,5,28600.0,4,2
Skoda,Octavia,Universal,295000.0,1900.0,Diesel,Automatic,1700.0,21,14047.619047619048,2,4
Mitsubishi,Rare,SUV,172000.0,3000.0,Petrol,Automatic,12500.0,15,11466.666666666666,5,1
Volkswagen,Golf,Hatchback,245000.0,1800.0,Petrol,Manual,2300.0,22,11136.363636363636,2,4
Ford,Fusion,Sedan,27500.0,1500.0,Petrol,Automatic,13700.0,5,5500.0,5,1
Mazda,Rare,Hatchback,2222.0,1400.0,Diesel,Automatic,2000.0,15,148.13333333333333,2,4
Opel,Astra,Hatchback,201000.0,1400.0,Petrol,Automatic,5750.0,11,18272.727272727272,3,3
Mazda,Rare,Crossover,230000.0,1998.0,Petrol,Manual,5000.0,19,12105.263157894737,3,3
Mitsubishi,Outlander,SUV,210000.0,2000.0,Plug-in Hybrid,Automatic,13000.0,8,26250.0,5,1
Volkswagen,Passat,Sedan,295000.0,1900.0,Diesel,Manual,3950.0,21,14047.619047619048,3,3
Renault,Rare,Cabriolet,200000.0,1795.0,Petrol,Manual,1500.0,29,6896.551724137931,2,4
Volkswagen,Golf,Universal,215000.0,1800.0,Petrol,Manual,1550.0,25,8600.0,2,4
BMW,X3,SUV,273000.0,2000.0,Diesel,Automatic,15300.0,8,34125.0,5,1
Skoda,Superb,Hatchback,156000.0,1600.0,Diesel,Manual,12700.0,7,22285.714285714286,5,1
Nissan,Primera,Universal,245000.0,2200.0,Diesel,Manual,4700.0,19,12894.736842105263,3,3
Skoda,Fabia,Combi,74000.0,1200.0,Petrol,Manual,5300.0,12,6166.666666666667,3,3
Honda,Civic,Sedan,88000.0,1998.0,Petrol,Automatic,11000.0,6,14666.666666666666,4,2
Volkswagen,Passat,Universal,238000.0,1984.0,Petrol,Manual,5100.0,16,14875.0,3,3
Chevrolet,Rare,SUV,73250.0,2400.0,Petrol,Automatic,10500.0,11,6659.090909090909,4,2
Audi,Rare,Sedan,111111.0,2000.0,Metan/Propan,Manual,2200.0,29,3831.413793103448,2,4
Toyota,Auris,Hatchback,228600.0,1400.0,Diesel,Manual,6199.0,15,15240.0,3,3
BMW,5 Series,Sedan,92000.0,2000.0,Petrol,Automatic,16800.0,7,13142.857142857143,5,1
Mercedes,Rare,Sedan,25000.0,1400.0,Plug-in Hybrid,Automatic,7777.0,5,5000.0,4,2
BMW,3 Series,Sedan,162000.0,2000.0,Petrol,Automatic,13800.0,7,23142.85714285714,5,1
Renault,Megane,Universal,167000.0,1500.0,Diesel,Manual,5999.0,10,16700.0,3,3
Ford,Focus,Hatchback,31000.0,999.0,Petrol,Manual,7500.0,5,6200.0,4,2
Opel,Astra,Universal,169000.0,1300.0,Diesel,Manual,5500.0,11,15363.636363636364,3,3
Opel,Zafira,Minivan,259000.0,1600.0,Metan/Propan,Manual,5500.0,16,16187.5,3,3
KIA,Rio,Hatchback,173296.0,1400.0,Diesel,Manual,6250.0,11,15754.181818181818,3,3
Citroen,C3,Hatchback,207000.0,1400.0,Diesel,Manual,4650.0,10,20700.0,3,3
Volvo,XC90,SUV,88000.0,2000.0,Diesel,Automatic,34500.0,6,14666.666666666666,5,1
Mercedes,Series (W124),Sedan,11111.0,1997.0,Petrol,Manual,2200.0,31,358.4193548387097,2,4
Honda,Accord,Sedan,243000.0,2000.0,Metan/Propan,Automatic,6800.0,15,16200.0,3,2
Toyota,Avensis,Universal,113000.0,2000.0,Diesel,Manual,15000.0,5,22600.0,5,1
Hyundai,Santa FE,SUV,162000.0,2200.0,Diesel,Automatic,20999.0,6,27000.0,5,1
Skoda,Octavia,Universal,233300.0,2000.0,Petrol,Manual,6200.0,17,13723.529411764706,3,3
Toyota,Rare,Minivan,149000.0,1600.0,Diesel,Manual,9950.0,8,18625.0,4,2
Renault,Grand Scenic,Minivan,270000.0,1500.0,Diesel,Manual,2450.0,18,15000.0,2,4
Opel,Vectra,Hatchback,250000.0,1600.0,Petrol,Manual,850.0,31,8064.516129032258,1,4
Audi,A5,Coupe,92877.0,2000.0,Petrol,Automatic,15000.0,8,11609.625,5,1
Skoda,Octavia,Hatchback,230000.0,1600.0,Petrol,Manual,5650.0,16,14375.0,3,3
Hyundai,Santa FE,Crossover,80000.0,2000.0,Petrol,Automatic,14500.0,8,10000.0,5,1
BMW,X5,SUV,250000.0,3000.0,Petrol,Automatic,9800.0,17,14705.882352941177,4,2
Toyota,Avensis,Sedan,268000.0,2000.0,Diesel,Manual,8300.0,13,20615.384615384617,4,2
Toyota,Auris,Sedan,163658.0,1800.0,Hybrid,Automatic,7499.0,12,13638.166666666666,4,2
Mercedes,E Class,Sedan,242000.0,2200.0,Diesel,Automatic,14200.0,11,22000.0,5,1
Mercedes,E Class,Sedan,330000.0,2000.0,Metan/Propan,Automatic,11850.0,10,33000.0,4,2
Land Rover,Rare,SUV,320000.0,2700.0,Diesel,Automatic,12200.0,14,22857.14285714286,5,1
Mercedes,S Class,Sedan,289000.0,3200.0,Petrol,Automatic,5000.0,21,13761.90476190476,3,3
Dacia,Logan Mcv,Universal,190000.0,1500.0,Diesel,Manual,5400.0,8,23750.0,3,3
Volkswagen,Golf,Hatchback,169358.0,1400.0,Petrol,Manual,7400.0,10,16935.8,4,2
Land Rover,Range Rover,SUV,200000.0,4400.0,Petrol,Automatic,9500.0,19,10526.315789473683,4,2
Nissan,Qashqai,Crossover,171400.0,1500.0,Diesel,Manual,7999.0,12,14283.333333333334,4,2
Dodge,Rare,Sedan,40000.0,3600.0,Petrol,Automatic,16000.0,8,5000.0,5,1
Toyota,Corolla,Sedan,166199.0,1600.0,Petrol,Automatic,7500.0,14,11871.357142857143,4,2
Nissan,Rare,Universal,40000.0,2000.0,Petrol,Manual,1250.0,27,1481.4814814814815,2,4
Mitsubishi,Rare,SUV,130000.0,3000.0,Metan/Propan,Automatic,15500.0,14,9285.714285714286,5,1
Toyota,Avensis Verso,Minivan,175000.0,1800.0,Petrol,Automatic,8300.0,15,11666.666666666666,4,2
Toyota,Auris,Universal,149000.0,1800.0,Hybrid,Automatic,10900.0,6,24833.33333333333,4,2
Mercedes,Vito,Minivan,420000.0,2200.0,Diesel,Manual,9300.0,15,28000.0,4,2
BMW,5 Series,Sedan,333000.0,3000.0,Petrol,Automatic,8200.0,16,20812.5,4,2
Toyota,Rare,Minivan,265000.0,2000.0,Diesel,Manual,8800.0,12,22083.33333333333,4,2
Mercedes,Rare,SUV,61000.0,3000.0,Diesel,Automatic,47000.0,6,10166.666666666666,5,1
Mercedes,Rare,Minivan,270123.0,3500.0,Metan/Propan,Automatic,9200.0,16,16882.6875,4,2
BMW,X5,Crossover,280000.0,3000.0,Diesel,Automatic,3500.0,17,16470.58823529412,3,4
Volkswagen,Passat,Universal,270000.0,1600.0,Metan/Propan,Manual,1600.0,33,8181.818181818182,2,4
Land Rover,Range Rover,SUV,211000.0,4400.0,Metan/Propan,Automatic,8000.0,17,12411.764705882351,4,2
BMW,5 Series,Universal,191000.0,1995.0,Diesel,Automatic,17950.0,7,27285.714285714286,5,1
Lexus,RX Series,SUV,128000.0,3456.0,Hybrid,Automatic,25700.0,9,14222.222222222224,5,1
KIA,Sportage,Crossover,24000.0,1600.0,Petrol,Automatic,18500.0,2,12000.0,5,1
Renault,Scenic,Universal,168000.0,1500.0,Diesel,Automatic,5999.0,11,15272.727272727272,3,3
Ford,Mondeo,Universal,42000.0,1500.0,Diesel,Manual,15999.0,5,8400.0,5,1
Toyota,Avensis,Sedan,238000.0,1798.0,Petrol,Manual,6900.0,13,18307.69230769231,3,2
Fiat,Rare,Hatchback,350000.0,1900.0,Diesel,Manual,2600.0,18,19444.444444444445,2,4
Toyota,Auris,Hatchback,285000.0,1364.0,Diesel,Manual,6000.0,13,21923.07692307692,3,3
KIA,Ceed,Universal,199200.0,1400.0,Diesel,Manual,8300.0,4,49800.0,4,2
Opel,Rare,Universal,210665.0,1298.0,Petrol,Manual,1400.0,21,10031.666666666666,2,4
Skoda,Superb,Sedan,200000.0,1800.0,Petrol,Automatic,8000.0,13,15384.615384615385,4,2
Mercedes,E Class,Sedan,111111.0,2200.0,Diesel,Automatic,10850.0,12,9259.25,4,2
BMW,5 Series,Sedan,11111.0,2000.0,Petrol,Manual,1950.0,27,411.5185185185185,2,4
Mitsubishi,Rare,Crossover,96000.0,1600.0,Petrol,Manual,8000.0,11,8727.272727272728,4,2
Vaz,Rare,Coupe,140000.0,1500.0,Petrol,Manual,1000.0,35,4000.0,1,4
Volkswagen,Passat,Sedan,92000.0,2000.0,Diesel,Automatic,23999.0,5,18400.0,5,1
BMW,3 Series,Universal,290850.0,1796.0,Metan/Propan,Manual,3500.0,31,9382.258064516129,3,4
Skoda,Superb,Sedan,190000.0,2000.0,Diesel,Automatic,14900.0,9,21111.11111111111,5,1
KIA,Optima,Sedan,136000.0,1700.0,Diesel,Automatic,13899.0,6,22666.666666666668,5,1
BMW,5 Series,Sedan,200000.0,2000.0,Petrol,Manual,1600.0,31,6451.612903225807,2,4
Dacia,Duster,Crossover,180000.0,1500.0,Diesel,Manual,7200.0,12,15000.0,4,2
Suzuki,Rare,Crossover,265000.0,1600.0,Diesel,Manual,5200.0,14,18928.571428571428,3,3
Renault,Kangoo,Minivan,165000.0,1900.0,Diesel,Manual,1700.0,21,7857.142857142857,2,4
Toyota,Prius,Hatchback,52000.0,1800.0,Hybrid,Automatic,10000.0,5,10400.0,4,2
Skoda,Rare,Minivan,200000.0,1422.0,Diesel,Manual,5000.0,15,13333.333333333334,3,3
Citroen,Rare,Hatchback,112000.0,1600.0,Petrol,Automatic,3750.0,17,6588.235294117647,3,3
Ford,Rare,Hatchback,55663.0,1600.0,Petrol,Manual,501.0,29,1919.4137931034484,1,4
BMW,5 Series,Sedan,280000.0,2500.0,Diesel,Manual,3400.0,18,15555.555555555557,3,4
BMW,5 Series,Sedan,72000.0,2000.0,Plug-in Hybrid,Automatic,36000.0,4,18000.0,5,1
Hyundai,Santa FE,SUV,108000.0,2700.0,Petrol,Automatic,7700.0,15,7200.0,4,2
Mercedes,E Class,Sedan,318000.0,2500.0,Diesel,Manual,2700.0,31,10258.064516129032,2,4
Mercedes,S Class,Sedan,154600.0,3498.0,Hybrid,Automatic,15300.0,12,12883.333333333334,5,1
Toyota,Prius,Hatchback,120500.0,1798.0,Hybrid,Automatic,12200.0,6,20083.33333333333,5,1
Opel,Rare,Microvan,350536.0,1998.0,Diesel,Manual,6555.0,14,25038.285714285717,3,3
Chevrolet,Aveo,Sedan,260000.0,1200.0,Petrol,Manual,1917.0,14,18571.42857142857,2,4
Chevrolet,Aveo,Sedan,300000.0,1200.0,Petrol,Manual,2900.0,13,23076.92307692308,2,4
Opel,Rare,Hatchback,97400.0,1300.0,Petrol,Manual,10000.0,36,2705.555555555556,4,2
Mercedes,C Class,Sedan,405000.0,2200.0,Diesel,Manual,4300.0,20,20250.0,3,3
Opel,Zafira,Minivan,320000.0,1600.0,Metan/Propan,Manual,4000.0,17,18823.529411764703,3,3
Mercedes,GLK Class,Crossover,128000.0,2200.0,Diesel,Automatic,17200.0,8,16000.0,5,1
Mercedes,Rare,Hatchback,45000.0,2000.0,Petrol,Automatic,18500.0,7,6428.571428571428,5,1
Renault,Clio,Sedan,265000.0,1500.0,Diesel,Manual,1250.0,21,12619.047619047618,2,4
Skoda,Superb,Sedan,224139.0,1968.0,Diesel,Manual,6350.0,15,14942.6,3,3
Mercedes,E Class,Sedan,470000.0,2148.0,Diesel,Manual,4600.0,21,22380.95238095238,3,3
Volkswagen,Passat,Sedan,249000.0,1996.0,Petrol,Manual,3099.0,21,11857.142857142857,3,4
Mercedes,Rare,Universal,144000.0,3495.0,Petrol,Automatic,11999.0,15,9600.0,4,2
Opel,Meriva,Minivan,117000.0,1300.0,Diesel,Manual,5200.0,11,10636.363636363636,3,3
Ford,Kuga,Crossover,100000.0,1500.0,Diesel,Manual,13900.0,4,25000.0,5,1
Honda,Civic,Hatchback,80000.0,1800.0,Petrol,Automatic,8500.0,11,7272.727272727273,4,2
Mercedes,M Class,Crossover,105000.0,2200.0,Diesel,Automatic,28200.0,8,13125.0,5,1
Toyota,Urban Cruiser,Crossover,192000.0,1300.0,Petrol,Manual,7000.0,13,14769.23076923077,3,2
Mercedes,GLC,SUV,174862.0,2143.0,Diesel,Automatic,27900.0,6,29143.666666666668,5,1
KIA,Rio,Universal,6350.0,1300.0,Metan/Propan,Manual,2000.0,20,317.5,2,4
