Make,Model,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,class,prestige
Toyota,Rav 4,SUV,153000.0,2500.0,Hybrid,Automatic,19800.0,6,25500.0,5,1
Toyota,Yaris,Hatchback,187300.0,1300.0,Petrol,Manual,3600.0,17,11017.64705882353,3,4
Opel,Vectra,Sedan,234000.0,1798.0,Petrol,Manual,1499.0,28,8357.142857142857,2,4
Toyota,Yaris,Hatchback,187000.0,1300.0,Petrol,Manual,3600.0,17,11000.0,3,4
Opel,Insignia,Universal,155000.0,1600.0,Diesel,Manual,13400.0,6,25833.33333333333,5,1
Volkswagen,Polo,Sedan,118000.0,1600.0,Petrol,Automatic,6850.0,9,13111.111111111111,3,2
Nissan,Qashqai,Crossover,147000.0,1600.0,Diesel,Manual,11700.0,8,18375.0,4,2
KIA,Optima,Sedan,81000.0,2000.0,Metan/Propan,Automatic,11000.0,8,10125.0,4,2
Audi,A6,Universal,3000.0,2500.0,Diesel,Manual,1000.0,22,136.36363636363637,1,4
Hyundai,ix35,SUV,190000.0,1700.0,Diesel,Manual,11900.0,7,27142.85714285714,4,2
Renault,Megane,Universal,200000.0,1500.0,Diesel,Manual,1200.0,18,11111.111111111111,2,4
Seat,Ibiza,Universal,220000.0,1200.0,Diesel,Manual,4500.0,11,20000.0,3,3
Dacia,Sandero,Hatchback,125000.0,1200.0,Petrol,Manual,3700.0,13,9615.384615384615,3,3
Vaz,Rare,Sedan,37364.0,1450.0,Petrol,Manual,2500.0,46,812.2608695652174,2,4
Citroen,Rare,Minivan,181000.0,1400.0,Petrol,Manual,4490.0,13,13923.076923076924,3,3
Dacia,Logan Mcv,Universal,200000.0,1461.0,Diesel,Manual,5350.0,11,18181.81818181818,3,3
Citroen,Rare,Minivan,200000.0,1400.0,Petrol,Manual,4750.0,13,15384.615384615385,3,3
Mercedes,E Class,Universal,203458.0,2143.0,Diesel,Automatic,18500.0,8,25432.25,5,1
Volkswagen,Transporter,Minivan,450000.0,2500.0,Diesel,Manual,5650.0,24,18750.0,3,3
Audi,Rare,Sedan,258852.0,2300.0,Metan/Propan,Manual,766.0,30,8628.4,1,4
Opel,Rare,Sedan,123456.0,1380.0,Petrol,Manual,600.0,32,3858.0,1,4
Toyota,Prius,Hatchback,230000.0,1500.0,Metan/Propan,Automatic,5499.0,13,17692.30769230769,3,3
Porsche,Cayenne,SUV,189000.0,3000.0,Hybrid,Automatic,21500.0,11,17181.81818181818,5,1
Hyundai,Santa FE,SUV,90000.0,1998.0,Petrol,Automatic,14999.0,9,10000.0,5,1
Honda,CR-V,Crossover,100000.0,1600.0,Diesel,Automatic,19500.0,6,16666.666666666668,5,1
BMW,7 Series,Sedan,360000.0,3600.0,Metan/Propan,Automatic,3800.0,20,18000.0,3,3
Opel,Astra,Universal,262000.0,1600.0,Petrol,Manual,3700.0,16,16375.0,3,3
Volkswagen,Tiguan,SUV,35000.0,2000.0,Petrol,Automatic,15400.0,7,5000.0,5,1
Toyota,Land Cruiser,Crossover,110850.0,2700.0,Metan/Propan,Automatic,25800.0,9,12316.666666666666,5,1
Opel,Astra,Universal,252000.0,1600.0,Petrol,Manual,2350.0,21,12000.0,2,4
Renault,Megane,Hatchback,235000.0,1499.0,Diesel,Manual,2499.0,17,13823.529411764706,2,4
Volkswagen,Polo,Hatchback,172000.0,1400.0,Petrol,Manual,1350.0,26,6615.384615384615,2,4
Toyota,Land Cruiser Prado,SUV,178744.0,3000.0,Diesel,Automatic,19999.0,16,11171.5,5,1
Volkswagen,Passat,Sedan,98000.0,1400.0,Petrol,Automatic,9999.0,9,10888.888888888889,4,2
Ford,Fusion,Sedan,142000.0,2000.0,Plug-in Hybrid,Automatic,12500.0,7,20285.714285714286,5,1
Dacia,Logan,Sedan,245000.0,1392.0,Metan/Propan,Manual,2300.0,17,14411.764705882351,2,4
Dacia,Logan,Sedan,300000.0,1400.0,Metan/Propan,Manual,1700.0,14,21428.571428571428,2,4
Volkswagen,Golf,Universal,290000.0,1400.0,Petrol,Manual,3200.0,22,13181.818181818182,3,4
Toyota,Avensis,Sedan,290000.0,2223.0,Diesel,Manual,5550.0,14,20714.285714285717,3,3
Skoda,Superb,Sedan,270000.0,1800.0,Petrol,Manual,5950.0,13,20769.23076923077,3,3
Volkswagen,Caddy,Universal,110000.0,1400.0,Metan/Propan,Manual,12000.0,5,22000.0,4,2
Mercedes,E Class,Sedan,925.0,1995.0,Diesel,Automatic,59900.0,1,925.0,5,1
BMW,5 Series,Sedan,29000.0,1998.0,Plug-in Hybrid,Automatic,34500.0,4,7250.0,5,1
Volkswagen,Golf,Hatchback,148000.0,1400.0,Petrol,Automatic,5700.0,15,9866.666666666666,3,3
Volkswagen,Golf,Hatchback,277000.0,1595.0,Petrol,Manual,4400.0,17,16294.117647058823,3,3
Audi,Q7,Crossover,143000.0,3000.0,Petrol,Automatic,40999.0,5,28600.0,5,1
Mercedes,B Class,Hatchback,89000.0,1991.0,Metan/Propan,Automatic,12100.0,7,12714.285714285714,5,1
Volvo,XC90,Crossover,180000.0,2000.0,Diesel,Automatic,32000.0,6,30000.0,5,1
Renault,Megane,Universal,230000.0,1500.0,Diesel,Automatic,5999.0,12,19166.666666666668,3,3
Volkswagen,Golf,Hatchback,280697.0,1800.0,Petrol,Manual,1800.0,30,9356.566666666668,2,4
Hyundai,Rare,Hatchback,114000.0,1400.0,Petrol,Manual,6200.0,9,12666.666666666666,3,3
Opel,Meriva,Universal,150000.0,1600.0,Petrol,Manual,3200.0,18,8333.333333333334,3,4
BMW,3 Series,Sedan,130000.0,2000.0,Plug-in Hybrid,Automatic,23900.0,6,21666.666666666668,5,1
Renault,Scenic,Sedan,242000.0,1500.0,Diesel,Automatic,6200.0,9,26888.88888888889,3,3
Volkswagen,Jetta,Sedan,1680.0,1400.0,Hybrid,Automatic,9000.0,9,186.66666666666663,4,2
Volvo,XC90,SUV,170000.0,2000.0,Diesel,Automatic,29000.0,5,34000.0,5,1
Nissan,Micra,Hatchback,200000.0,1200.0,Petrol,Manual,2200.0,17,11764.70588235294,2,4
Porsche,Cayenne,SUV,230008.0,3000.0,Diesel,Automatic,28500.0,10,23000.8,5,1
Volkswagen,Jetta,Sedan,157000.0,1400.0,Hybrid,Automatic,8900.0,9,17444.444444444445,4,2
Nissan,Micra,Hatchback,250000.0,1000.0,Petrol,Manual,2200.0,17,14705.882352941177,2,4
Nissan,Juke,Crossover,78000.0,1600.0,Petrol,Automatic,8500.0,10,7800.0,4,2
Mitsubishi,Rare,Hatchback,196000.0,1000.0,Petrol,Manual,7500.0,7,28000.0,4,2
KIA,Sorento,SUV,213000.0,2500.0,Diesel,Automatic,6500.0,18,11833.333333333334,3,3
Volkswagen,Touran,Minivan,220000.0,1900.0,Diesel,Manual,3499.0,16,13750.0,3,4
Volkswagen,Passat,Sedan,52000.0,1400.0,Petrol,Automatic,17300.0,5,10400.0,5,1
Renault,Scenic,Minivan,280000.0,1500.0,Diesel,Manual,3900.0,14,20000.0,3,3
Toyota,Camry,Sedan,220000.0,2498.0,Metan/Propan,Automatic,7900.0,12,18333.33333333333,4,2
Volkswagen,Jetta,Sedan,119000.0,1395.0,Hybrid,Automatic,9200.0,9,13222.222222222224,4,2
Audi,Q5,Crossover,200000.0,2000.0,Petrol,Automatic,13800.0,13,15384.615384615385,5,1
Suzuki,Rare,Hatchback,322000.0,1300.0,Diesel,Manual,2800.0,18,17888.88888888889,2,4
Vaz,Rare,Hatchback,11111.0,800.0,Petrol,Manual,850.0,21,529.0952380952381,1,4
Vaz,2121niva,Hatchback,91000.0,1600.0,Petrol,Manual,3800.0,15,6066.666666666667,3,3
Volkswagen,Rare,Hatchback,91300.0,1400.0,Petrol,Manual,7400.0,10,9130.0,4,2
Audi,A8,Sedan,300000.0,2500.0,Diesel,Automatic,3700.0,24,12500.0,3,3
Audi,A8,Hatchback,240000.0,3000.0,Diesel,Automatic,25999.0,11,21818.18181818182,5,1
Volkswagen,Passat,Universal,344444.0,1800.0,Metan/Propan,Manual,2550.0,28,12301.57142857143,2,4
Hyundai,Santa FE,Crossover,139000.0,2200.0,Diesel,Automatic,16900.0,8,17375.0,5,1
Skoda,Octavia,Sedan,251735.0,1400.0,Petrol,Manual,6500.0,13,19364.23076923077,3,3
Volvo,XC90,SUV,97000.0,1967.0,Diesel,Automatic,22000.0,6,16166.666666666666,5,1
Volkswagen,Golf,Universal,320000.0,1900.0,Diesel,Manual,2499.0,19,16842.105263157893,2,4
Volkswagen,Touran,Universal,300000.0,1900.0,Diesel,Manual,2500.0,17,17647.058823529413,2,4
BMW,X6,SUV,170000.0,2993.0,Diesel,Automatic,24500.0,7,24285.714285714286,5,1
BMW,3 Series,Sedan,250000.0,2000.0,Diesel,Automatic,8000.0,14,17857.14285714286,4,2
Renault,Rare,Sedan,240000.0,1700.0,Petrol,Manual,1200.0,34,7058.823529411765,2,4
Volvo,Rare,Hatchback,9460.0,1500.0,Petrol,Automatic,18800.0,5,1892.0,5,1
Mercedes,E Class,Sedan,220000.0,2200.0,Diesel,Automatic,14999.0,10,22000.0,5,1
Dacia,Logan Mcv,Universal,180000.0,1500.0,Diesel,Manual,4200.0,13,13846.153846153846,3,3
Volkswagen,Jetta,Sedan,96000.0,1400.0,Petrol,Automatic,11000.0,5,19200.0,4,2
BMW,5 Series,Sedan,320000.0,2790.0,Petrol,Manual,12500.0,22,14545.454545454546,5,1
BMW,Rare,Crossover,202700.0,3000.0,Diesel,Automatic,19199.0,11,18427.272727272728,5,1
Dacia,Logan,Universal,128312.0,1200.0,Metan/Propan,Manual,5500.0,7,18330.285714285717,3,3
Mercedes,B Class,Hatchback,103000.0,1500.0,Diesel,Automatic,10800.0,8,12875.0,4,2
Mercedes,Rare,Hatchback,201000.0,1499.0,Diesel,Automatic,13550.0,5,40200.0,5,1
Seat,Rare,Minivan,195000.0,1800.0,Petrol,Automatic,5200.0,16,12187.5,3,3
Renault,Rapid,Combi,260000.0,1870.0,Diesel,Manual,1150.0,27,9629.62962962963,2,4
Toyota,Land Cruiser,SUV,166000.0,4700.0,Metan/Propan,Automatic,20000.0,17,9764.70588235294,5,1
Volkswagen,Golf,Universal,350000.0,1600.0,Petrol,Manual,900.0,26,13461.53846153846,1,4
Volkswagen,Polo,Hatchback,234000.0,1400.0,Petrol,Manual,1800.0,22,10636.363636363636,2,4
Porsche,Cayenne,SUV,122000.0,3000.0,Diesel,Automatic,38499.0,7,17428.571428571428,5,1
Dacia,Logan,Minivan,250000.0,1600.0,Metan/Propan,Manual,4600.0,14,17857.14285714286,3,3
Volkswagen,Sharan,Minivan,300000.0,1900.0,Diesel,Manual,1700.0,23,13043.478260869566,2,4
Opel,Zafira,Minivan,330000.0,1600.0,Petrol,Manual,2700.0,23,14347.826086956522,2,4
Peugeot,Rare,Universal,200000.0,1600.0,Diesel,Manual,6000.0,13,15384.615384615385,3,3
BMW,5 Series,Universal,120000.0,2000.0,Diesel,Automatic,31999.0,4,30000.0,5,1
Renault,Megane,Universal,200000.0,1500.0,Diesel,Automatic,6400.0,11,18181.81818181818,3,3
Volvo,XC90,SUV,300000.0,2400.0,Diesel,Automatic,12400.0,15,20000.0,5,1
Peugeot,Rare,Sedan,185000.0,1400.0,Petrol,Manual,3000.0,15,12333.333333333334,2,4
Audi,Q7,SUV,119000.0,2967.0,Diesel,Automatic,25000.0,6,19833.33333333333,5,1
BMW,X3,Crossover,132000.0,1995.0,Diesel,Automatic,32500.0,4,33000.0,5,1
Opel,Zafira,Universal,280000.0,1796.0,Metan/Propan,Manual,2950.0,17,16470.58823529412,2,4
Skoda,Superb,Sedan,109000.0,2000.0,Diesel,Automatic,28500.0,4,27250.0,5,1
Vaz,Rare,Universal,47500.0,1400.0,Petrol,Manual,2600.0,14,3392.8571428571427,2,4
Dacia,Logan,Sedan,284600.0,1600.0,Metan/Propan,Manual,1800.0,11,25872.727272727272,2,4
Mitsubishi,Rare,Pickup,190000.0,2500.0,Diesel,Manual,11500.0,11,17272.727272727272,4,2
Hyundai,Rare,SUV,5401.0,2497.0,Petrol,Automatic,67400.0,2,2700.5,5,1
Skoda,Superb,Sedan,145410.0,1400.0,Petrol,Manual,11000.0,7,20772.85714285714,4,2
Mercedes,E Class,Sedan,220000.0,2200.0,Diesel,Automatic,17800.0,8,27500.0,5,1
Toyota,Avensis,Universal,285000.0,2200.0,Diesel,Manual,8000.0,14,20357.14285714286,4,2
Skoda,Superb,Sedan,205455.0,1800.0,Petrol,Automatic,8950.0,14,14675.357142857143,4,2
Seat,Rare,Minivan,215000.0,1968.0,Diesel,Manual,13400.0,8,26875.0,5,1
Mercedes,Vito,Minivan,294000.0,2200.0,Diesel,Automatic,9600.0,11,26727.272727272728,4,2
Citroen,Rare,Hatchback,142500.0,1600.0,Petrol,Manual,6950.0,10,14250.0,3,2
Toyota,Prius,Sedan,90000.0,1800.0,Hybrid,Automatic,9850.0,7,12857.142857142857,4,2
BMW,7 Series,Sedan,18000.0,2993.0,Diesel,Automatic,75000.0,3,6000.0,5,1
Audi,Q5,SUV,196500.0,1984.0,Petrol,Automatic,14999.0,9,21833.33333333333,5,1
Hyundai,Tucson,Crossover,190000.0,2000.0,Metan/Propan,Automatic,12999.0,11,17272.727272727272,5,1
Dacia,Logan,Pickup,189000.0,1500.0,Diesel,Manual,3700.0,12,15750.0,3,3
Honda,CR-V,SUV,90000.0,2400.0,Petrol,Automatic,17000.0,7,12857.142857142857,5,1
Skoda,Superb,Sedan,105000.0,1400.0,Petrol,Manual,8500.0,9,11666.666666666666,4,2
Mercedes,Rare,Coupe,295000.0,2300.0,Metan/Propan,Automatic,3500.0,21,14047.619047619048,3,4
Skoda,Rapid,Sedan,150000.0,1600.0,Petrol,Manual,7000.0,8,18750.0,3,2
Lexus,NX Series,SUV,115000.0,2494.0,Hybrid,Automatic,28500.0,7,16428.571428571428,5,1
Lexus,GS Series,Sedan,122000.0,3000.0,Hybrid,Automatic,27300.0,5,24400.0,5,1
Renault,Kangoo,Minivan,141000.0,1500.0,Diesel,Manual,6600.0,6,23500.0,3,3
KIA,Ceed,Hatchback,98000.0,1396.0,Petrol,Manual,7300.0,9,10888.888888888889,4,2
Volkswagen,Tiguan,Crossover,156000.0,1390.0,Petrol,Manual,8100.0,12,13000.0,4,2
Dacia,Logan,Universal,150000.0,1500.0,Diesel,Manual,3500.0,13,11538.46153846154,3,4
Toyota,Land Cruiser,SUV,125000.0,4500.0,Metan/Propan,Manual,25000.0,20,6250.0,5,1
Chevrolet,Rare,SUV,196000.0,4200.0,Petrol,Automatic,5900.0,20,9800.0,3,3
Honda,CR-V,Crossover,247000.0,2200.0,Diesel,Manual,10999.0,15,16466.666666666668,4,2
Honda,Civic,Sedan,67000.0,1998.0,Petrol,Automatic,14300.0,6,11166.666666666666,5,1
Opel,Meriva,Microvan,162000.0,1245.0,Diesel,Manual,6900.0,8,20250.0,3,2
Volkswagen,Caddy,Minivan,270000.0,1900.0,Diesel,Manual,2250.0,19,14210.526315789471,2,4
Volkswagen,Touareg,SUV,253500.0,2499.0,Diesel,Automatic,10000.0,15,16900.0,4,2
Skoda,Rapid,Hatchback,158714.0,1422.0,Diesel,Automatic,7999.0,6,26452.33333333333,4,2
Peugeot,Rare,Minivan,141000.0,1600.0,Petrol,Manual,7999.0,11,12818.181818181818,4,2
Volkswagen,Touareg,SUV,220000.0,3000.0,Hybrid,Automatic,18999.0,12,18333.33333333333,5,1
Volkswagen,Sharan,Minivan,455000.0,1897.0,Diesel,Manual,75000.0,20,22750.0,5,1
Land Rover,Rare,SUV,184000.0,2179.0,Diesel,Automatic,19000.0,7,26285.714285714286,5,1
Dacia,Sandero,Hatchback,113000.0,898.0,Petrol,Manual,4499.0,9,12555.555555555557,3,3
Mercedes,Rare,SUV,87000.0,3000.0,Petrol,Automatic,38900.0,5,17400.0,5,1
Volkswagen,Golf,Hatchback,115000.0,2000.0,Diesel,Manual,16800.0,7,16428.571428571428,5,1
Dacia,Logan,Sedan,222222.0,1400.0,Metan/Propan,Manual,1050.0,14,15873.0,2,4
Audi,Q5,SUV,179000.0,2000.0,Diesel,Automatic,14999.0,11,16272.727272727272,5,1
Land Rover,Rare,SUV,202000.0,2700.0,Diesel,Automatic,14800.0,14,14428.57142857143,5,1
Audi,A8,Sedan,247350.0,3936.0,Diesel,Automatic,10200.0,18,13741.666666666666,4,2
Mercedes,Viano,Minivan,285000.0,2200.0,Diesel,Automatic,22800.0,12,23750.0,5,1
Renault,Clio,Minivan,130123.0,1200.0,Petrol,Manual,3099.0,15,8674.866666666667,3,4
Volkswagen,Tiguan,Crossover,100000.0,2000.0,Petrol,Automatic,10200.0,10,10000.0,4,2
Vaz,Rare,Sedan,62000.0,1451.0,Petrol,Manual,1100.0,19,3263.157894736842,2,4
KIA,Ceed,Coupe,85000.0,1400.0,Petrol,Manual,4900.0,12,7083.333333333333,3,3
Volkswagen,Passat,Sedan,103000.0,1400.0,Petrol,Manual,8890.0,9,11444.444444444443,4,2
Mercedes,C Class,Universal,207000.0,1995.0,Plug-in Hybrid,Automatic,16400.0,7,29571.42857142857,5,1
Rover,Rare,Sedan,156000.0,1800.0,Petrol,Manual,1600.0,21,7428.571428571428,2,4
Opel,Meriva,Microvan,160000.0,1400.0,Metan/Propan,Manual,4000.0,12,13333.333333333334,3,3
Chevrolet,Rare,Minivan,53000.0,1598.0,Petrol,Manual,9700.0,8,6625.0,4,2
Toyota,Rare,Minivan,270000.0,1999.0,Diesel,Manual,3900.0,18,15000.0,3,3
Skoda,Fabia,Universal,188000.0,1200.0,Diesel,Manual,4950.0,10,18800.0,3,3
BMW,X5,Coupe,255676.0,3000.0,Diesel,Automatic,4400.0,19,13456.631578947368,3,3
Toyota,Corolla,Sedan,163000.0,1390.0,Diesel,Manual,10300.0,8,20375.0,4,2
Audi,A5,Hatchback,263000.0,1984.0,Petrol,Manual,10250.0,11,23909.090909090908,4,2
Renault,Laguna,Hatchback,205000.0,1500.0,Diesel,Manual,5000.0,14,14642.857142857143,3,3
Toyota,Avensis,Universal,290000.0,2000.0,Diesel,Manual,3950.0,13,22307.69230769231,3,3
Hyundai,Rare,Universal,145700.0,1700.0,Diesel,Automatic,14000.0,6,24283.33333333333,5,1
Opel,Astra,Hatchback,111111.0,1600.0,Petrol,Manual,3200.0,20,5555.55,3,4
Opel,Astra,Universal,111111.0,1600.0,Petrol,Manual,3500.0,19,5847.9473684210525,3,4
Dacia,Logan,Sedan,228012.0,1596.0,Metan/Propan,Manual,3299.0,17,13412.470588235294,3,4
Toyota,Corolla,Sedan,2750.0,1300.0,Metan/Propan,Manual,1900.0,26,105.76923076923076,2,4
Fiat,Rare,Hatchback,45000.0,875.0,Petrol,Manual,6500.0,7,6428.571428571428,3,3
Suzuki,Rare,Sedan,252323.0,1200.0,Petrol,Manual,1300.0,23,10970.565217391304,2,4
Toyota,Corolla,Sedan,170000.0,1400.0,Diesel,Manual,7750.0,14,12142.857142857143,4,2
Subaru,Rare,Crossover,187890.0,2200.0,Metan/Propan,Automatic,7800.0,11,17080.909090909092,4,2
Mercedes,E Class,Universal,391000.0,220.0,Diesel,Automatic,4350.0,21,18619.04761904762,3,3
Toyota,Land Cruiser Prado,SUV,71885.0,2700.0,Metan/Propan,Automatic,22600.0,8,8985.625,5,1
Opel,Astra,Universal,99999.0,1600.0,Petrol,Manual,800.0,29,3448.2413793103447,1,4
Rare,Rare,Hatchback,30709.0,1500.0,Petrol,Manual,3750.0,12,2559.083333333333,3,3
Toyota,Prius,Hatchback,208000.0,1798.0,Hybrid,Automatic,7800.0,13,16000.0,4,2
BMW,5 Series,Sedan,336000.0,2500.0,Diesel,Manual,4800.0,20,16800.0,3,3
Mercedes,C Class,Universal,310000.0,2700.0,Diesel,Automatic,2200.0,19,16315.78947368421,2,4
Citroen,C3,Hatchback,270000.0,1398.0,Diesel,Manual,3200.0,19,14210.526315789471,3,4
Volvo,Rare,Universal,103890.0,1600.0,Diesel,Automatic,13650.0,8,12986.25,5,1
Dacia,Duster,Crossover,160000.0,1600.0,Metan/Propan,Manual,5850.0,10,16000.0,3,3
Honda,CR-V,Hatchback,180000.0,1600.0,Diesel,Manual,13900.0,8,22500.0,5,1
BMW,3 Series,Sedan,94000.0,2000.0,Petrol,Manual,4900.0,18,5222.222222222223,3,3
Volkswagen,Passat,Sedan,200631.0,1400.0,Plug-in Hybrid,Automatic,14800.0,7,28661.571428571428,5,1
Fiat,Rare,Hatchback,128632.0,1300.0,Diesel,Manual,4950.0,11,11693.818181818182,3,3
Hyundai,Santa FE,Crossover,211000.0,2200.0,Diesel,Automatic,8750.0,15,14066.666666666666,4,2
Peugeot,Rare,Combi,198000.0,1600.0,Petrol,Manual,800.0,28,7071.428571428572,1,4
Skoda,Octavia,Universal,210000.0,1597.0,Diesel,Manual,8999.0,8,26250.0,4,2
Dacia,Duster,Microvan,140000.0,1500.0,Diesel,Manual,7500.0,12,11666.666666666666,4,2
KIA,Rare,SUV,128725.0,2000.0,Metan/Propan,Automatic,6855.0,6,21454.166666666668,3,2
Nissan,Rare,SUV,230000.0,4200.0,Diesel,Manual,17500.0,17,13529.411764705885,5,1
Toyota,Auris,Universal,128845.0,1400.0,Diesel,Manual,5400.0,15,8589.666666666666,3,3
Skoda,Fabia,Universal,187000.0,1200.0,Diesel,Manual,4800.0,11,17000.0,3,3
Renault,Scenic,Minivan,185000.0,1500.0,Diesel,Manual,6200.0,10,18500.0,3,3
Mitsubishi,Rare,Minivan,246500.0,2476.0,Diesel,Manual,2999.0,22,11204.545454545454,2,4
Skoda,Octavia,Hatchback,145000.0,1200.0,Petrol,Manual,8000.0,9,16111.111111111111,4,2
Skoda,Octavia,Hatchback,250000.0,1200.0,Petrol,Manual,7000.0,12,20833.33333333333,3,2
Toyota,Prius,Hatchback,150000.0,1800.0,Hybrid,Automatic,7000.0,10,15000.0,3,2
Opel,Insignia,Universal,272234.0,2000.0,Diesel,Automatic,7000.0,12,22686.166666666668,3,2
Opel,Astra,Coupe,288000.0,2200.0,Metan/Propan,Manual,3500.0,20,14400.0,3,4
Nissan,Rare,Hatchback,399998.0,2000.0,Diesel,Manual,1150.0,30,13333.266666666666,2,4
BMW,5 Series,Sedan,300000.0,2000.0,Petrol,Manual,1600.0,29,10344.827586206897,2,4
Dacia,Duster,Crossover,90000.0,1200.0,Petrol,Manual,7500.0,9,10000.0,4,2
Opel,Zafira,Minivan,335000.0,1600.0,Metan/Propan,Manual,2350.0,17,19705.88235294117,2,4
Toyota,Prius,Sedan,111111.0,1500.0,Hybrid,Automatic,6600.0,14,7936.5,3,3
KIA,Rare,Universal,250000.0,2900.0,Diesel,Manual,2200.0,19,13157.894736842103,2,4
Toyota,Prius,Hatchback,55500.0,1800.0,Plug-in Hybrid,Automatic,11700.0,8,6937.5,4,2
Rare,Rare,Coupe,10000.0,1100.0,Petrol,Manual,800.0,42,238.0952380952381,1,4
Skoda,Octavia,Universal,162000.0,1400.0,Petrol,Automatic,6699.0,13,12461.53846153846,3,3
Mercedes,S Class,Sedan,371258.0,3000.0,Diesel,Automatic,8900.0,26,14279.153846153846,4,2
Toyota,Prius,Hatchback,260000.0,1800.0,Hybrid,Automatic,8650.0,10,26000.0,4,2
Audi,A6,Sedan,280000.0,2595.0,Petrol,Manual,3300.0,25,11200.0,3,4
Renault,Megane,Universal,270000.0,1600.0,Metan/Propan,Manual,3450.0,18,15000.0,3,4
Mitsubishi,Rare,Coupe,22300.0,3000.0,Petrol,Manual,4000.0,19,1173.6842105263158,3,3
Volvo,Rare,Universal,280000.0,1800.0,Petrol,Manual,1600.0,25,11200.0,2,4
Volkswagen,Touran,Microvan,186000.0,1390.0,Petrol,Manual,5300.0,15,12400.0,3,3
Mercedes,S Class,Sedan,221000.0,3200.0,Metan/Propan,Automatic,5999.0,29,7620.689655172414,3,3
BMW,Rare,Crossover,115000.0,200.0,Petrol,Automatic,11800.0,10,11500.0,4,2
Honda,Accord,Sedan,11111.0,1980.0,Petrol,Manual,6500.0,16,694.4375,3,3
Honda,Accord,Sedan,282500.0,1998.0,Petrol,Manual,6500.0,16,17656.25,3,3
Volkswagen,Passat,Universal,386000.0,1900.0,Diesel,Manual,4200.0,19,20315.78947368421,3,3
Audi,A6,Universal,300520.0,2500.0,Diesel,Manual,5000.0,19,15816.842105263158,3,3
Audi,Rare,Sedan,400000.0,2000.0,Petrol,Manual,2200.0,28,14285.714285714286,2,4
Toyota,Avensis,Sedan,160000.0,1800.0,Petrol,Manual,5500.0,18,8888.888888888889,3,3
Porsche,Rare,Crossover,142000.0,3000.0,Petrol,Automatic,29900.0,7,20285.714285714286,5,1
BMW,5 Series,Sedan,145000.0,2000.0,Petrol,Automatic,12900.0,10,14500.0,5,1
Audi,Q5,Crossover,120000.0,2000.0,Petrol,Automatic,14999.0,9,13333.333333333334,5,1
BMW,Rare,Crossover,14400.0,3000.0,Petrol,Automatic,98800.0,1,14400.0,5,1
Audi,Q5,Crossover,135400.0,2000.0,Petrol,Automatic,12900.0,8,16925.0,5,1
Audi,Rare,Crossover,23200.0,3000.0,Hybrid,Automatic,67900.0,2,11600.0,5,1
Nissan,Rare,SUV,220000.0,2500.0,Diesel,Manual,6500.0,14,15714.285714285714,3,3
Ford,Focus,Universal,140000.0,1500.0,Diesel,Manual,8300.0,5,28000.0,4,2
Hyundai,Santa FE,Crossover,53000.0,2200.0,Diesel,Automatic,25500.0,8,6625.0,5,1
Skoda,Superb,Sedan,93000.0,1998.0,Diesel,Automatic,27800.0,4,23250.0,5,1
Ford,Transit Connect,Minivan,130000.0,1598.0,Diesel,Manual,9500.0,8,16250.0,4,2
Mercedes,S Class,Sedan,330000.0,2998.0,Diesel,Automatic,7500.0,27,12222.222222222224,4,2
Mitsubishi,Rare,Microvan,234578.0,1600.0,Petrol,Manual,3300.0,18,13032.111111111111,3,4
Skoda,Rapid,Sedan,160000.0,1400.0,Diesel,Manual,7799.0,6,26666.666666666668,4,2
BMW,Rare,Sedan,140000.0,1995.0,Petrol,Automatic,6700.0,14,10000.0,3,3
KIA,Sorento,Crossover,110000.0,2000.0,Petrol,Automatic,17800.0,6,18333.33333333333,5,1
Mercedes,M Class,SUV,256000.0,2142.0,Diesel,Automatic,23200.0,10,25600.0,5,1
Hyundai,Matrix,Universal,225500.0,1800.0,Petrol,Manual,1600.0,20,11275.0,2,4
Toyota,Avensis,Sedan,215400.0,1800.0,Metan/Propan,Manual,5500.0,18,11966.666666666666,3,3
Opel,Astra,Universal,26000.0,1400.0,Metan/Propan,Manual,4500.0,14,1857.142857142857,3,3
Peugeot,Rare,Hatchback,250000.0,1400.0,Diesel,Manual,2300.0,15,16666.666666666668,2,4
Peugeot,Rare,Hatchback,260000.0,1400.0,Diesel,Manual,3600.0,15,17333.333333333332,3,4
Skoda,Octavia,Universal,210000.0,1400.0,Petrol,Manual,5900.0,13,16153.846153846154,3,3
Honda,Civic,Hatchback,28000.0,1500.0,Petrol,Automatic,13600.0,4,7000.0,5,1
Honda,Accord,Hatchback,38000.0,1500.0,Petrol,Automatic,18900.0,3,12666.666666666666,5,1
Rover,Rare,Sedan,300000.0,200.0,Petrol,Manual,1200.0,22,13636.363636363636,2,4
Seat,Ibiza,Universal,190000.0,1200.0,Diesel,Manual,4750.0,12,15833.333333333334,3,3
Skoda,Octavia,Hatchback,224300.0,1600.0,Petrol,Manual,5999.0,12,18691.666666666668,3,3
Mercedes,Rare,Coupe,130000.0,2200.0,Diesel,Automatic,25000.0,8,16250.0,5,1
Dacia,Logan Mcv,Minivan,132000.0,898.0,Petrol,Manual,4200.0,8,16500.0,3,3
Opel,Rare,Hatchback,280000.0,1400.0,Petrol,Manual,10000.0,31,9032.258064516129,4,2
